line_no,service_type,variant,note,from_start_time,to_start_time,headway_minutes
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,10:15,12:25,130
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,12:25,12:25,0
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,12:25,12:25,0
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,12:25,13:53,88
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,13:53,13:53,0
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,13:53,13:53,0
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,13:53,14:20,27
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,14:20,14:20,0
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,14:20,14:20,0
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,14:20,17:35,195
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,17:35,17:35,0
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,17:35,17:35,0
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,17:35,20:35,180
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,20:35,20:35,0
10,daily,ΓΑΖΙ ΚΑΒΡΟΧΩΡΙ,,20:35,20:35,0
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. / FORTH,,07:19,07:19,0
11,daily,ΠΑΓΝΗ / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,08:33,08:33,0
11,daily,ΠΑΓΝΗ / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,08:33,09:33,60
11,daily,ΠΑΓΝΗ / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,09:33,09:33,0
11,daily,ΠΑΓΝΗ / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,09:33,15:30,357
11,daily,ΠΑΓΝΗ / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,15:30,16:30,60
11,daily,ΠΑΓΝΗ / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,16:30,16:30,0
11,daily,ΠΑΓΝΗ / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,16:30,17:30,60
11,daily,ΠΑΓΝΗ / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,17:30,17:30,0
11,daily,ΠΑΓΝΗ / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,17:30,19:35,125
11,daily,ΠΑΓΝΗ / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,19:35,19:35,0
11,daily,ΠΑΓΝΗ / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,19:35,21:20,105
11,daily,ΠΑΓΝΗ / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,21:20,21:20,0
11,unknown,ΠΑΓΝΗ / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,14:28,14:28,0
11,unknown,ΠΑΓΝΗ / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,14:28,15:30,62
11,daily,ΠΑ.Γ.Ν.Η. / ΠΑΝΕΠ/ΜΙΟ- ΑΕΡΟΔΡΟΜΙΟ,,22:40,22:40,0
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. / FORTH / ΠΑΝΕΠ/ΜΙΟ,,07:19,07:19,0
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,08:33,08:33,0
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,08:33,09:33,60
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,09:33,09:33,0
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,09:33,14:28,295
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,14:28,14:28,0
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,14:28,15:30,62
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,15:30,15:30,0
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,15:30,16:30,60
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,16:30,16:30,0
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,16:30,17:30,60
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,17:30,17:30,0
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,17:30,19:35,125
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,19:35,19:35,0
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,19:35,21:20,105
11,daily,ΠΑ.Γ.Ν.Η. / Ι.Τ.Ε. FORTH / ΠΑΝΕΠΙΣΤΗΜΙΟ,,21:20,21:20,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,00:00,00:07,7
12,daily,ΕΛ.ΜΕ.ΠΑ.,,00:07,00:15,8
12,daily,ΕΛ.ΜΕ.ΠΑ.,,00:15,00:19,4
12,daily,ΕΛ.ΜΕ.ΠΑ.,,00:19,00:30,11
12,daily,ΕΛ.ΜΕ.ΠΑ.,,00:30,00:30,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,00:30,06:00,330
12,daily,ΕΛ.ΜΕ.ΠΑ.,,06:00,06:37,37
12,daily,ΕΛ.ΜΕ.ΠΑ.,,06:37,06:50,13
12,daily,ΕΛ.ΜΕ.ΠΑ.,,06:50,07:17,27
12,daily,ΕΛ.ΜΕ.ΠΑ.,,07:17,07:30,13
12,daily,ΕΛ.ΜΕ.ΠΑ.,,07:30,07:35,5
12,daily,ΕΛ.ΜΕ.ΠΑ.,,07:35,07:43,8
12,daily,ΕΛ.ΜΕ.ΠΑ.,,07:43,07:55,12
12,daily,ΕΛ.ΜΕ.ΠΑ.,,07:55,08:15,20
12,daily,ΕΛ.ΜΕ.ΠΑ.,,08:15,08:25,10
12,daily,ΕΛ.ΜΕ.ΠΑ.,,08:25,08:35,10
12,daily,ΕΛ.ΜΕ.ΠΑ.,,08:35,08:45,10
12,daily,ΕΛ.ΜΕ.ΠΑ.,,08:45,08:45,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,08:45,08:55,10
12,daily,ΕΛ.ΜΕ.ΠΑ.,,08:55,09:15,20
12,daily,ΕΛ.ΜΕ.ΠΑ.,,09:15,09:25,10
12,daily,ΕΛ.ΜΕ.ΠΑ.,,09:25,09:35,10
12,daily,ΕΛ.ΜΕ.ΠΑ.,,09:35,09:45,10
12,daily,ΕΛ.ΜΕ.ΠΑ.,,09:45,09:45,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,09:45,09:55,10
12,daily,ΕΛ.ΜΕ.ΠΑ.,,09:55,10:19,24
12,daily,ΕΛ.ΜΕ.ΠΑ.,,10:19,10:32,13
12,daily,ΕΛ.ΜΕ.ΠΑ.,,10:32,10:43,11
12,daily,ΕΛ.ΜΕ.ΠΑ.,,10:43,10:45,2
12,daily,ΕΛ.ΜΕ.ΠΑ.,,10:45,10:45,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,10:45,10:55,10
12,daily,ΕΛ.ΜΕ.ΠΑ.,,10:55,11:15,20
12,daily,ΕΛ.ΜΕ.ΠΑ.,,11:15,11:45,30
12,daily,ΕΛ.ΜΕ.ΠΑ.,,11:45,11:45,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,11:45,12:45,60
12,daily,ΕΛ.ΜΕ.ΠΑ.,,12:45,12:45,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,12:45,13:45,60
12,daily,ΕΛ.ΜΕ.ΠΑ.,,13:45,13:45,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,13:45,14:45,60
12,daily,ΕΛ.ΜΕ.ΠΑ.,,14:45,14:45,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,14:45,15:45,60
12,daily,ΕΛ.ΜΕ.ΠΑ.,,15:45,15:45,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,15:45,17:45,120
12,daily,ΕΛ.ΜΕ.ΠΑ.,,17:45,17:45,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,17:45,18:19,34
12,daily,ΕΛ.ΜΕ.ΠΑ.,,18:19,18:32,13
12,daily,ΕΛ.ΜΕ.ΠΑ.,,18:32,18:43,11
12,daily,ΕΛ.ΜΕ.ΠΑ.,,18:43,18:55,12
12,daily,ΕΛ.ΜΕ.ΠΑ.,,18:55,19:07,12
12,daily,ΕΛ.ΜΕ.ΠΑ.,,19:07,19:19,12
12,daily,ΕΛ.ΜΕ.ΠΑ.,,19:19,19:32,13
12,daily,ΕΛ.ΜΕ.ΠΑ.,,19:32,19:43,11
12,daily,ΕΛ.ΜΕ.ΠΑ.,,19:43,19:45,2
12,daily,ΕΛ.ΜΕ.ΠΑ.,,19:45,19:45,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,19:45,19:55,10
12,daily,ΕΛ.ΜΕ.ΠΑ.,,19:55,20:19,24
12,daily,ΕΛ.ΜΕ.ΠΑ.,,20:19,20:42,23
12,daily,ΕΛ.ΜΕ.ΠΑ.,,20:42,20:43,1
12,daily,ΕΛ.ΜΕ.ΠΑ.,,20:43,20:55,12
12,daily,ΕΛ.ΜΕ.ΠΑ.,,20:55,20:55,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,20:55,21:10,15
12,daily,ΕΛ.ΜΕ.ΠΑ.,,21:10,21:10,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,21:10,21:23,13
12,daily,ΕΛ.ΜΕ.ΠΑ.,,21:23,21:25,2
12,daily,ΕΛ.ΜΕ.ΠΑ.,,21:25,21:37,12
12,daily,ΕΛ.ΜΕ.ΠΑ.,,21:37,21:37,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,21:37,21:45,8
12,daily,ΕΛ.ΜΕ.ΠΑ.,,21:45,21:45,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,21:45,21:55,10
12,daily,ΕΛ.ΜΕ.ΠΑ.,,21:55,21:55,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,21:55,22:15,20
12,daily,ΕΛ.ΜΕ.ΠΑ.,,22:15,22:15,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,22:15,22:35,20
12,daily,ΕΛ.ΜΕ.ΠΑ.,,22:35,22:35,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,22:35,22:55,20
12,daily,ΕΛ.ΜΕ.ΠΑ.,,22:55,22:55,0
12,daily,ΕΛ.ΜΕ.ΠΑ.,,22:55,23:10,15
12,daily,ΕΛ.ΜΕ.ΠΑ.,,23:10,23:15,5
12,daily,ΕΛ.ΜΕ.ΠΑ.,,23:15,23:25,10
12,daily,ΕΛ.ΜΕ.ΠΑ.,,23:25,23:30,5
12,daily,ΕΛ.ΜΕ.ΠΑ.,,23:30,23:40,10
12,daily,ΕΛ.ΜΕ.ΠΑ.,,23:40,23:45,5
12,daily,ΕΛ.ΜΕ.ΠΑ.,,23:45,23:55,10
12,daily,ΕΛ.ΜΕ.ΠΑ,,07:05,08:05,60
12,daily,ΕΛ.ΜΕ.ΠΑ,,08:05,09:05,60
12,daily,ΕΛ.ΜΕ.ΠΑ,,09:05,10:07,62
12,daily,ΕΛ.ΜΕ.ΠΑ,,10:07,11:05,58
12,daily,ΕΛ.ΜΕ.ΠΑ,,11:05,20:07,542
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,00:10,00:25,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,00:25,00:40,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,00:40,06:05,325
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,06:05,06:05,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,06:05,06:45,40
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,06:45,07:05,20
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,07:05,07:05,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,07:05,07:20,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,07:20,07:20,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,07:20,07:38,18
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,07:38,07:40,2
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,07:40,07:45,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,07:45,07:45,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,07:45,07:50,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,07:50,08:10,20
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,08:10,08:15,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,08:15,08:25,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,08:25,08:35,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,08:35,08:40,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,08:40,08:45,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,08:45,08:55,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,08:55,08:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,08:55,09:10,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,09:10,09:10,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,09:10,09:25,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,09:25,09:25,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,09:25,09:40,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,09:40,09:40,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,09:40,09:45,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,09:45,09:45,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,09:45,09:55,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,09:55,09:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,09:55,10:10,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,10:10,10:10,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,10:10,10:25,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,10:25,10:25,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,10:25,10:40,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,10:40,10:40,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,10:40,10:55,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,10:55,10:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,10:55,11:10,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,11:10,11:10,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,11:10,11:25,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,11:25,11:25,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,11:25,11:35,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,11:35,11:40,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,11:40,11:40,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,11:40,11:45,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,11:45,11:45,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,11:45,11:55,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,11:55,11:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,11:55,11:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,11:55,12:10,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,12:10,12:10,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,12:10,12:10,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,12:10,12:15,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,12:15,12:25,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,12:25,12:25,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,12:25,12:25,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,12:25,12:35,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,12:35,12:40,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,12:40,12:40,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,12:40,12:45,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,12:45,12:55,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,12:55,12:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,12:55,12:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,12:55,13:00,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,13:00,13:10,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,13:10,13:10,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,13:10,13:25,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,13:25,13:25,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,13:25,13:26,1
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,13:26,13:38,12
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,13:38,13:40,2
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,13:40,13:40,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,13:40,13:45,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,13:45,13:55,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,13:55,13:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,13:55,13:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,13:55,14:10,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,14:10,14:15,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,14:15,14:25,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,14:25,14:25,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,14:25,14:35,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,14:35,14:38,3
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,14:38,14:40,2
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,14:40,14:55,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,14:55,14:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,14:55,14:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,14:55,15:10,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,15:10,15:10,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,15:10,15:10,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,15:10,15:25,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,15:25,15:25,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,15:25,15:40,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,15:40,15:40,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,15:40,15:40,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,15:40,15:45,5
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,15:45,15:55,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,15:55,15:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,15:55,15:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,15:55,16:07,12
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,16:07,16:10,3
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,16:10,16:19,9
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,16:19,16:25,6
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,16:25,16:25,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,16:25,16:32,7
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,16:32,16:40,8
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,16:40,16:40,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,16:40,16:55,15
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,16:55,16:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,16:55,16:56,1
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,16:56,17:07,11
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:07,17:07,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:07,17:10,3
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:10,17:10,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:10,17:19,9
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:19,17:19,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:19,17:31,12
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:31,17:32,1
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:32,17:40,8
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:40,17:43,3
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:43,17:43,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:43,17:45,2
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:45,17:55,10
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:55,17:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:55,17:55,0
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,17:55,18:07,12
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,18:07,18:10,3
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,18:10,18:19,9
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,18:19,18:25,6
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,18:25,18:31,6
12,unknown,ΕΛ.ΜΕ.ΠΑ.,,18:31,18:40,9
