code,name,latitude,longitude,lines,routes
1024,ANDREA PAPANDREOU 301,35.3349685,25.0661039,01;20;50,10088;31009;31010
1032,ANDREA PAPANDREOU 49,35.3349552,25.0911179,01;20;50,10088;31009;31010
1006,ANDREA PAPANDREOU 56 VAGIA,35.3354736,25.0880411,06,21009
1039,ANDREA PAPANDREOU 86,35.3359015,25.0758349,06,21009
1031,ANDREA PAPANDREOU 87,35.3353791,25.087768,01;20;50,10088;31009;31010
1028,ANDREA PAPANDREOU HOTEL MARILENA - HOTEL AGAPI,35.3357341,25.0782121,01;20;50,10088;31009;31010
4438,ANTIEON,35.3152411,25.1398214,21,1027
0915,ANTIEON & NEFELIS,35.3140771,25.1397576,20,30073;30108
1090,ANTIEON & NIKIS,35.3043175,25.143277,20,30073;30108;31007
0206,ARETOUSAS,35.3144087,25.0918267,11;21;50,1027;20093;21013;21015;21016;29310;29923;30098
0208,ARETOUSAS,35.3141645,25.0919079,01;07;14;20;21;50,0091;0932;1027;29124;30094;30096;30099;31013;31015;39310
1305,ARIADNI,35.3010647,25.1592927,02;21,1027;20002;21001;21002
1306,ARIADNI,35.3012388,25.159156,20;21,1027;31001;31002
1150,ARXIEPISKOPOU MAKARIOU 2,35.3387271,25.1235981,92,1035
2016,ASKLIPEIOU,35.3098994,25.0907926,11;21;50,1027;20093;21013;21015;21016;29310;29923;30098
1103,ATHITAKI,35.3214665,25.1028848,01;12;19;50,20031;20043;20075;21018;3002;30065;30066;30067;31025;4002;9101
1109,ATHITAKI,35.3223776,25.1031769,01;07;14;17;20;50,0032;20056;20064;20065;3003;30075;31018;31026;9901;9944
1110,ATHITAKI 2,35.3240282,25.1035132,01;07;14;17;20;50,0032;20056;20064;20065;3003;30075;31018;31025;31026;9901;9944
1408,ATLANTIDOS 33,35.325501,25.1263931,04;21;50,1027;20073;21006;3003
1407,ATLANTIDOS 45,35.325872,25.1250045,04;21,1027;20073;21006
1101,AVENUE  MENELAOU PARLAMA 26,35.3273635,25.1063927,11;12;19;21;31;50,1027;20031;20043;20075;20093;20100;21013;21015;21016;21018;21029;23029;29310;29923;3002;30065;30066;30067;33032;4002;9101
0129,AVENUE 62 MARTYRON 15,35.336221,25.1226716,01;07;14;20;23,0032;0091;0932;20033;20056;20064;20065;21012;21028;29124;30051;30075;30083;30094;30095;30096;31009;31010;31013;31015;31018;31022;31025;31026;31029;31033;31034;33029;39310;9944
0125,AVENUE 62 MARTYRON 180,35.3310831,25.111749,01;07;14;20;21;23,0032;0091;0932;1027;20033;20056;20064;20065;21012;21028;29124;30051;30075;30083;30094;30095;30096;31009;31010;31013;31015;31018;31025;31026;31029;31033;31034;33029;39310;9944
0121,AVENUE 62 MARTYRON 182,35.3312218,25.1116468,06;10;11;12;17;19;21;31;50,1027;20031;20043;20075;20083;20093;20095;20100;21009;21013;21015;21016;21018;21029;21033;21034;23029;29310;29923;3002;30065;30066;30067;31028;33032;4002;9101
0124,AVENUE 62 MARTYRON 190  - JUMBO,35.3302001,25.1102338,01;07;14;20;21;23,0032;0091;0932;1027;20033;20056;20064;20065;21012;21028;29124;30051;30075;30083;30094;30095;30096;31009;31010;31013;31015;31018;31025;31026;31029;31033;31034;33029;39310;9944
0117,AVENUE 62 MARTYRON 36,35.336272,25.1219751,06;10;11;12;15;17;19;31,20031;20043;20075;20083;20093;20095;20100;21009;21013;21015;21016;21018;21022;21029;21033;21034;23029;29310;29923;30065;30066;30067;31028;33032
1001,AVENUE 62 MARTYRON 360,35.3317425,25.103781,06;10,20083;20095;21009;21033;21034
1002,AVENUE 62 MARTYRON 369 - PAGKRITIO STADIO,35.3326717,25.1013739,06;10,20083;20095;21009;21033;21034
1003,AVENUE 62 MARTYRON 377 - XEROPOTAMOS,35.3327886,25.0989599,06;10,20083;20095;21009;21033
1916,AVENUE DIMOKRATIAS 79,35.3304143,25.138222,17;20,31001;31002;31003;31007;31028;31031;31032
9929,AVENUE Eth. Antistasis  & Giouxta,35.267664688960785,25.137734023437,20,31032
9930,AVENUE Eth. Antistasis - Ag Vlasi (E),35.2595912,25.1330213,20,31031;31032
9931,AVENUE Eth. Antistasis - Ag Vlasi (M),35.2597908,25.1330313,09,21031
9928,AVENUE Eth. Antistasis 99 - Zoodoxou Pigis,35.2721157,25.138802,20,31032
0102,AVENUE IKAROU 91,35.3376025,25.163895,05;06;10;11;12;15;19;31;50,1008;1110;20031;20043;20100;21009;21015;21018;21022;21029;21033;21034;29310;3002;30066
0115,AVENUE KALO&RINOU 236,35.3376124,25.1259851,05;06;10;11;12;15;17;19;31;50;93,1008;1037;1061;1110;20031;20043;20075;20083;20093;20095;20100;21009;21013;21015;21016;21018;21022;21029;21033;21034;23029;29310;29923;30065;30066;30067;31028;33032
1210,AVENUE KNOSSOU & ZERVONIKOLA,35.3164661,25.1461946,02;03;09;50,20002;21001;21002;21003;21031;3002;4002
1227,AVENUE KNOSSOU 169,35.3165409,25.1463535,20;50,3003;31001;31002;31003;31031;31032
0076,AVENUE KNOSSOU 202  AGIOS IOANNIS,35.3153197,25.1472964,02;03;09;50,20002;21001;21002;21003;21031;3002;4002
0075,AVENUE KNOSSOU 259,35.30978614536969,25.150298419014355,20;21,1027;31001;31002;31003
9938,AVENUE KNOSSOU 265 - EFOREIA (E),35.307708,25.1514262,20;21,1027;31001;31002;31003
1112,AVENUE MENELAOU PARLAMA  27,35.3271665,25.1066477,01;07;14;17;20;21;50,0032;0091;0932;1027;20056;20064;20065;29124;3003;30075;30094;30096;31013;31015;31018;31025;31026;31029;33029;39310;9901;9944
1102,AVENUE MENELAOU PARLAMA  58,35.32373254111598,25.10670878352328,11;12;19;21;31;50,1027;20031;20043;20075;20093;20100;21013;21015;21016;21018;21029;23029;29310;29923;3002;30065;30066;30067;33032;4002;9101
1111,AVENUE MENELAOU PARLAMA  77,35.3231258,25.1054217,01;07;14;17;20;21;50,0032;0091;0932;1027;20056;20064;20065;29124;3003;30075;30094;30096;31013;31015;31018;31025;31026;31029;33029;39310;9901;9944
0203,AVENUE PANEPISTIMIOU & KEFALOGIANNI,35.3207926,25.0987367,11;21;50,1027;20093;21013;21015;21016;29310;29923;30098
2021,AVENUE PANEPISTIMIOU & KEFALOGIANNI (E),35.3200169,25.0985078,01;07;14;20;21;50,0091;0932;1027;29124;30094;30096;30099;31013;31015;31029;33029;39310
0204,AVENUE PANEPISTIMIOU & PARASYRI (M),35.3205267,25.0957047,11;21;50,1027;20093;21013;21015;21016;29310;29923;30098
1928,AVEROF,35.3372015,25.1361587,02;03;04;05;06;09;10;11;12;15;17;19;31;50;91,1008;1036;1061;1110;20002;20031;20043;20073;20075;20083;20093;20095;20100;20200;21001;21002;21003;21006;21007;21009;21013;21015;21016;21018;21022;21029;21031;21033;21034;23029;29310;29923;30065;30066;30067;31028;33032
9932,Ag Vlasis 2,35.2541313,25.1321757,09,21031
1105,BASKETBALL COURT ELMEPA,35.3161336,25.1017985,12;19;50,20031;20043;20075;21018;3002;30065;30066;30067;4002;9101
1107,BASKETBALL COURT ELMEPA,35.3159208,25.1019091,01;07;14;17;20;50,0032;20056;20064;20065;3003;30075;31018;31025;31026;9901;9944
1220,CENTRAL STATION AVENUE PROS LIMANI,35.3391666,25.140798,20;50,0091;20200;30075;30083;30090;30094;30095;30107;30108;31001;31002;31003;31007;31010;31013;31031;31032;33029
0110,CENTRAL STATION YPERASTIKON LEOFOREION,35.3389921,25.1400282,02;03;04;06;09;10;11;12;15;16;19;31;50,20002;20031;20043;20073;20075;20083;20090;20093;20095;20100;20200;21001;21002;21003;21006;21007;21009;21013;21015;21016;21018;21022;21029;21031;21033;21034;23029;29310;29923;30065;30066;30067;33032
0136,CENTRAL STATION YPERASTIKON LEOFOREION,35.3387492,25.1412196,01;07;14,0032;0932;20033;20056;20064;20065;21012;29124;30051;30096;31000;31009;31015;31018;31022;31025;31026;31029;31033;31034;39310;9944
0116,CHANIOPORTA,35.3365615,25.124303,05;06;10;11;12;15;17;19;31;50,1008;1061;1110;20031;20043;20075;20083;20093;20095;20100;21009;21013;21015;21016;21018;21022;21029;21033;21034;23029;29310;29923;30065;30066;30067;31028;33032
0130,CHANIOPORTA (E),35.3364267,25.1245845,01;07;14;20;23;50,0032;0062;0091;0932;20033;20056;20064;20065;21012;21028;29124;30051;30075;30083;30094;30095;30096;31009;31010;31013;31015;31018;31022;31025;31026;31029;31033;31034;33029;39310;9944
0631,CHANIOPORTA - NIK. PLASTIRA,35.3368846,25.1254415,05,1008;1110
1067,CHARILAOU TRIKOUPI,35.333934,25.135933,01;04;05;07;14;20;50,0032;0091;0932;1008;1110;20033;20056;20064;20065;20200;21007;21012;29124;30051;30075;30083;30094;30095;30096;30107;30108;31009;31010;31013;31015;31018;31022;31025;31026;31029;31033;31034;33029;39310;9944
1068,CHARILAOU TRIKOUPI 2,35.3345559,25.1382206,01;04;05;07;14;20;50,0032;0091;0932;1008;1110;20033;20056;20064;20065;20200;21007;21012;29124;30051;30075;30083;30094;30095;30096;30107;30108;31009;31010;31013;31015;31018;31022;31025;31026;31029;31033;31034;33029;39310;9944
0918,CHATZAKI - & AGIOU ANTONIOU - DIASTAUROSI GOURNES,35.2987137,25.0959568,01;50,30099;31025;31026
1189,CHATZAKI AG IOANNIS,35.3162414,25.1500879,16,20090
1808,CHATZIDAKI,35.3266693,25.1475594,16,20090
1246,CHATZIDAKI,35.2789157,25.1400268,09;50,0081;21031
1266,CHATZIDAKI,35.2791563,25.1402101,20;50,0081;0082;31031;31032
1888,CHRISTOMICHALI CHYLOURI 1,35.3264115,25.1135185,15,21022
0911,CHRISTOMICHALI CHYLOURI 103,35.3249873,25.1155044,01,31022
1418,CHRYSOSTOMOU 29,35.3319973,25.1365112,20,30073;30107;30108;31006
1503,CHRYSOVALANTOU,35.3138907,25.1340738,04,20073;21007
0910,CHURCH AGIOU IOANNI XOSTOU,35.3211588,25.1146672,01,31022
1013,Castro Hotel,35.3350639,25.0657271,06,21009
0920,DAFERMOU & AGIOU NEKTARIOU - AG. AIK,35.3343769,25.1507812,16,20090
0919,DAFERMOU - FILIKIS ETAIRIAS AG.AIKATERINI,35.332297945906,25.1500509437443,16,20090
0120,DEILINA,35.3331161,25.1143328,06;10;11;12;15;17;19;21;31,1027;20031;20043;20075;20083;20093;20095;20100;21009;21013;21015;21016;21018;21022;21029;21033;21034;23029;29310;29923;30065;30066;30067;31028;33032
0126,DEILINA,35.3330233,25.1144863,01;07;14;20;21;23,0032;0091;0932;1027;20033;20056;20064;20065;21012;21028;29124;30051;30075;30083;30094;30095;30096;31009;31010;31013;31015;31018;31022;31025;31026;31029;31033;31034;33029;39310;9944
1221,DIAKLADOSI FORTETSAS,35.3062912,25.1524744,20;21,1027;31001;31002;31003
0812,DIAKLADOSI KROUSONA,35.3154702,25.0551305,10,20095;21034
0804,DIAKLADOSI KROUSONA,35.3132561,25.0551539,01;20,30095;31034
1446,DIAKLADOSI SAKALANIOU,35.2809273293863,25.1742647889671,20,31002
1313,DIAKLADOSI SKALANIOU,35.2809416,25.1743412,02,20002;21002
2012,DIAKLADOSI VOUTON,35.3034512,25.0782494,01;07;11;14;20;21,1027;21016;29124;30094;30096;31013;31015;39310
1421,DIALINOMIXALI,35.3214688,25.1290351,04;21;50,1027;20073;21006;21007;3003
2019,DIASTAUROSI STAURAKIA,35.3020637,25.0826801,01;07;11;20;21;50,1027;20093;21016;29310;30096;30099;31013;31015
0633,DIMOKRATIAS,35.3370042,25.1370805,16,20090
1079,DIMOKRATIAS 24,35.3307472,25.1381075,04,21007
0512,DIMOPOULOU 2,35.3144882,25.1735667,11;12;31,29923;30065;30067;33032
0511,DIMOPOULOU 34,35.3118714,25.1754931,11;12;31,29923;30065;30067;33032
0202,DIOMIDI - I.K.A.,35.3193009,25.099555,11;19;21;31,1027;20093;20100;21013;21015;21016;21029;23029;29310;29923;33032
0210,DIOMIDI - IKA,35.3193662,25.0999549,01;07;14;20;21,0091;0932;1027;29124;30094;30096;31013;31015;31029;33029;39310
0214,DOUKOS MPOFOR,35.3402414,25.138719,50,0062
1094,EAM PAPANASTASIOU 197,35.3097953,25.1446173,20,30073;30108;31007
1214,EFORIA NEA ALATSATA,35.3083208,25.15095,02;03;21,1027;20002;21001;21002;21003
0903,EIRINIS & FILIAS,35.3183762,25.1141019,15,21022
0712,ELEUTHERIOU VENIZELOU,35.329344970272615,25.080140729430383,10;50,10088;20083;20095;21033;21034
0716,ELEUTHERIOU VENIZELOU,35.3268059,25.0713274,10;50,10088;20083;20095;21033;21034
0719,ELEUTHERIOU VENIZELOU,35.3257279,25.0684837,01;20,30083;30095;31033;31034
0713,ELEUTHERIOU VENIZELOU,35.3291631,25.0800198,01;20,30083;30095;31033;31034
0709,ELEUTHERIOU VENIZELOU & PAPANDREOU,35.3330821,25.0960833,01;20,30083;30095;31033;31034
0701,ELEUTHERIOU VENIZELOU & PAPANDREOU,35.333232,25.0961891,10,20083;20095;21033;21034
0718,ELEUTHERIOU VENIZELOU 164,35.3263565,25.0702373,01;20,30083;30095;31033;31034
0717,ELEUTHERIOU VENIZELOU 196,35.3262372,25.0695616,10;50,10088;20083;20095;21033;21034
0723,ELEUTHERIOU VENIZELOU 249,35.3244329,25.0646354,01;20,30083;30095;31033;31034
0722,ELEUTHERIOU VENIZELOU 260,35.3247278,25.0648624,10;50,10088;20083;20095;21033;21034
0714,ELEUTHERIOU VENIZELOU AROMATIKA,35.3270878,25.0754991,10;50,10088;20083;20095;21033;21034
0715,ELEUTHERIOU VENIZELOU AROMATIKA,35.3269797,25.0755542,01;20,30083;30095;31033;31034
1192,EMM VOREADI,35.3134724,25.1535883,16,20090
1193,EMM VOREADI,35.3135535,25.1537328,20,30090
1803,EMMANOUIL MPANTOUVA,35.3323137,25.1444526,16,20090
1831,EMMANOUIL MPANTOUVA,35.3323996,25.1444794,05;20,1008;1110;30090
0640,EMMANOUIL MPANTOUVA 57,35.3317898,25.1447498,05,1008
9916,ENTRANCE LIMANI - ( PILI ),35.303908915679635,25.09479930204396,19;50,20043;30098
9947,ENTRANCE LIMANI - ( PILI ),35.303716668833914,25.094889834567716,01;50,30099;31025;31026
9918,EO IRAKLEIOU FAISTOU 2,35.2947818,25.0860777,19,20043;20100
9919,EO IRAKLEIOU FAISTOU 3,35.2880431,25.0829107,19,20043;20100
9920,EO IRAKLEIOU FAISTOU 4,35.2939715,25.0860808,01,31025;31026
9921,EO IRAKLEIOU FAISTOU 5,35.2994975,25.0887322,01,31025;31026
9917,EO. IRAKLEIOU - FAISTOU,35.3004585,25.0894597,19,20043;20100
4429,EOK 10,35.330381950568324,25.12453886169723,21,1027
4422,EOK 11,35.330361598146645,25.12472602904697,21,1027
4426,EOK 25,35.329324782678526,25.125919090405993,21,1027
4432,EOK 28,35.329277452226165,25.125730473854535,21,1027
4425,EOK 33,35.3278656,25.1272713,21,1027
4433,EOK 44,35.328003729402695,25.12697013310051,21,1027
9940,EP.OD.AG.SYLLA 298,35.246472,25.1184236,09,21031
9001,EPAL AG.AIKATERINIS,35.332232,25.1494349,50,0062;1061;20200
1234,ERGATIKO KENTRO,35.3337763,25.1386838,05;17;20;50,0062;1008;1061;1110;20200;31001;31002;31003;31007;31028;31031;31032
0635,ERGATIKO KENTRO,35.3329399,25.138389,04;05;50,1008;20200;21007
1190,ERMI 1,35.315519,25.1521411,16,20090
1194,ERMI 2,35.3122413,25.1544564,16,20090
1196,ERMI 3,35.3102745,25.1552561,16,20090
1195,ERMI 4,35.3123983,25.1545076,20,30090
1191,ERMI 5,35.3155107,25.1522525,20,30090
1411,ERRIKOU NTYNAN DEXAMENES,35.3200689,25.1298575,04;21;50,1027;20073;21006;21007;3003
0201,ESTAUROMENOU,35.3235422,25.1010228,11;19;21;31,1027;20093;20100;21013;21015;21016;21029;23029;29310;29923;33032
0211,ESTAUROMENOU,35.3235039,25.1014192,01;07;14;20;21,0091;0932;1027;29124;30094;30096;31013;31015;31029;33029;39310
9516,ETHNIKIS ANTISTASEOS - ARCHIMIDOUS,35.3380664,25.1418565,50,3002;4002
4436,ETHNOMARTYRON,35.3174735,25.1357753,21,1027
0914,ETHNOMARTYRON & ANTHEON MESAMPELIS,35.315587,25.1401931,20;21;50,1027;3002;3003;30073;30108;4002
4419,ETHNOMARTYRON 46,35.3161965,25.1379361,21;50,1027;3002;4002
4420,ETHNOMARTYRON 47,35.3174123,25.1360424,21;50,1027;3002;4002
1561,EUMATIIOU,35.308356,25.1372911,20;50,0081;0082;31031;31032
3005,EUMATIIOU & ANTIEON STUDENT PEIRAM,35.3085045,25.1401522,50,3003
1213,EURYALIS,35.3097968,25.1496554,20;50,3002;31031;31032;4002
1420,EVANS,35.3354922,25.1344201,01;20,30073;31006;31029;33029
1303,EVANS,35.3357457,25.1342345,01;02;03;04;05;07;09;14;20;23;50,0032;0062;0091;0932;1008;1110;20002;20033;20056;20064;20065;20073;20200;21001;21002;21003;21006;21007;21012;21028;21031;29124;30051;30075;30083;30094;30095;30096;31009;31010;31013;31015;31018;31022;31025;31026;31033;31034;39310;9944
0605,FLORINIS,35.3375853,25.1481772,05,1008;1110
9944,FOINIKIA 1,35.2761291,25.1050057,01,31022
9054,FOINIKIA 11,35.311493930482534,25.11571036930864,01,31022
9945,FOINIKIA 2,35.2669254,25.1013779,01,31022
9946,FOINIKIA 3,35.2550782,25.1040189,01,31022
9047,FOINIKIA 4,35.258406625181685,25.10757742338796,01,31022
9048,FOINIKIA 5,35.263893571757905,25.107491782237584,01,31022
9049,FOINIKIA 6,35.27048575056667,25.111912512204636,01,31022
9050,FOINIKIA 7,35.27907990185466,25.113176894378753,01,31022
9051,FOINIKIA 8,35.2947604230401,25.116502833557224,01,31022
9052,FOINIKIA 9,35.301616541376795,25.116206766451032,01,31022
1265,FOKA,35.2753774,25.139477,09;50,0081;21031
1247,FOKA,35.2754445,25.139398,20;50,0081;0082;31031;31032
1139,FORT KOULE SQUARE 18,35.3427544,25.134354,20;50;91,1036;1061;30073;31006
4417,FOTAKI,35.3143982,25.1442925,21,1027
1403,GEFYRAKI ANDREA PAPANDREOU 46,35.3297804,25.1317371,04;50,20073;21006;3002;4002
0711,GENNIMATA & VENIZELOU,35.3300458,25.083814,10;50,10088;20083;20095;21033;21034
0710,GENNIMATA & VENIZELOU,35.3299744,25.0838259,01;20,30083;30095;31033;31034
0704,GEORGIOU GENNIMATA 21,35.3294555,25.0852946,10;50,10088;20083;20095;21033;21034
0706,GEORGIOU GENNIMATA 21,35.3293667,25.0853185,01;20,30083;30095;31033;31034
0707,GEORGIOU GENNIMATA 36,35.3288945,25.0870888,01;20,30083;30095;31033;31034
0703,GEORGIOU GENNIMATA 67,35.3288957,25.0873254,10;50,10088;20083;20095;21033;21034
0636,GEORGIOU PAPANDREOU,35.331656,25.1386118,05;50,1008;20200
1417,GEORGIOU PAPANDREOU 47,35.3305657,25.1349638,20;50,3003;30073;30107;30108;31006
0641,GERONOMAKI,35.3319949,25.1461944,05;16,1008;1110;20090
1801,GERONYMAKI & TITOU GEORGIADOU,35.3342721,25.1401739,05;16,1110;20090
0524,GIANNARI,35.3107402,25.1745858,11;12;31,29923;30065;30067;33032
0101,GOURNES,35.2960181,25.0931365,01;19,20043;31025
1104,HELLENIC MEDITERRANEAN UNIVERSITY (M),35.3196445,25.1020345,12;19;50,20031;20043;20075;21018;3002;30065;30066;30067;4002;9101
1108,HELLENIC MEDITERRANEAN UNIVERSITY (Ε),35.3195065,25.1022563,01;07;14;17;20;50,0032;20056;20064;20065;3003;30075;31018;31025;31026;9901;9944
1030,HOTEL  CANDIA MARIS,35.3355377,25.083663,01;20;50,10088;31009;31010
1007,HOTEL  CANDIA MARIS,35.3355985,25.0842965,06,21009
1009,HOTEL AGAPI BEACH - HOTEL MARILENA.,35.3358567,25.0782883,06,21009
1018,HOTEL AKTI ZEUS,35.3386646,25.0561807,06,21009
1015,HOTEL AMOUNDA VAY,35.3352141,25.0613054,06,21009
1023,HOTEL AMOUNDA VAY - HOTEL MINOAS,35.3350803,25.0625944,01;20;50,10088;31009;31010
1021,HOTEL APOLLONIA,35.3367887,25.0567538,01;20;50,10088;31009;31010
1017,HOTEL APOLLONIA,35.3368751,25.0569691,06,21009
1029,HOTEL CRETA BEACH,35.3356852,25.0808484,01;20;50,10088;31009;31010
1008,HOTEL CRETA BEACH,35.3358169,25.0803518,06,21009
1033,HOTEL MALENA. - AKTI CORALI.,35.3346485,25.0929603,01;20;50,10088;31009;31010
1040,HOTEL MALENA. - AKTI CORALI.,35.3349282,25.0923778,06,21009
1022,HOTEL POSEIDON,35.3346272,25.057736,01;20;50,10088;31009;31010
1016,HOTEL POSEIDON,35.334712,25.0582847,06,21009
1010,HOTEL SANTA MARINA.,35.3360174,25.0730509,06,21009
1034,HOTEL VANISKO,35.3340493,25.094727,01;20;50,10088;31009;31010
1004,HOTEL VANISKO,35.3339745,25.0953522,06,21009
1020,HOTEL ZEUS,35.3381677,25.0561476,01;20;50,10088;31009;31010
1410,IEROLOXITON 76 DASKALAKI,35.323155,25.1290771,04;21;50,1027;20073;21006;3003
3101,IKA,35.3178024,25.0984269,01;20;31,21029;23029;31029;33029;33032
0143,IKAROU 106,35.337534,25.1635065,01;05;07,0032;0932;1008;1110;20064;21012;30051;31000;31009;31015;31018;31022;31025;31026;31029;31033;31034;39310;9944
0139,IKAROU 132 - DRAKOU.,35.3398158,25.1495768,01;05;07;14,0032;0932;1008;1110;20033;20056;20064;20065;21012;29124;30051;30096;31000;31009;31015;31018;31022;31025;31026;31029;31033;31034;39310;9944
0171,IKAROU 19,35.3391311,25.1556893,05;06;10;11;12;15;19;31;50,1008;1110;20031;20043;20100;21009;21015;21018;21022;21029;21033;21034;29310;3002;30066
0172,IKAROU 20,35.3389785,25.1556985,01;05;07;14,0032;0932;1008;1110;20033;20056;20064;20065;21012;29124;30051;30096;31000;31009;31015;31018;31022;31025;31026;31029;31033;31034;39310;9944
0137,IKAROU 48,35.3384873,25.1432106,01;07;14,0032;0932;20033;20056;20064;20065;21012;29124;30051;30096;31000;31009;31015;31018;31022;31025;31026;31029;31033;31034;39310;9944
0106,IKAROU 79 - DRAKOU.,35.3398555,25.1494764,05;06;10;11;12;15;19;31;50,1008;1110;20031;20043;20100;21009;21015;21018;21022;21029;21033;21034;29310;29923;3002;30065;30066;30067;33032
0085,IKAROU 85,35.3379924,25.1620282,05;06;10;11;12;15;19;31;50,1008;1110;20031;20043;20100;21009;21015;21018;21022;21029;21033;21034;29310;3002;30066
1414,IONIAS 111 SQUARE ATSALENIOU,35.325643,25.1336042,20;21;50,1027;3002;3003;30073;30107;30108;31006;4002
1422,IONIAS 165 KAVALI,35.3231229,25.1333482,20;21;50,1027;3002;3003;30073;30107;30108;31006;4002
1413,IONIAS 209,35.3213891,25.1332347,20;21;50,1027;3002;3003;30073;30107;30108;31006;4002
1416,IONIAS 35,35.328378246078294,25.13434501042198,20;50,3002;3003;30073;30107;30108;31006;4002
1415,IONIAS 85 AGIA SOFIA,35.3269068,25.1338317,20;21;50,1027;3002;3003;30073;30107;30108;31006;4002
1219,IPPOKRATOUS,35.3046588,25.1501115,03,21003
0001,IRAKLEITOU 29,35.3428691521937,25.156744888322315,91,1036
1123,IRODOTOU,35.3381104,25.1586025,14,20033;20056;20065;28123;29124
9912,IRODOTOU RETURN KALLITHEAS,35.3375311571209,25.1588921706062,11;12,29923;30067
9956,ITANOY & ANTISTASEOS 47 - MARKET - VAZZAR,35.33132986505723,25.13956322859906,50,3002;4002
4416,KAKRIDI 11,35.3144113,25.1459646,21,1027
4418,KAKRIDI 11,35.3143615,25.1461215,21,1027
0510,KALLITIEA,35.3137088,25.1731017,14,20033;20056;20065;28123;29124
9939,KALLITIEA 2,35.3116432,25.1729714,14,20033;20065;28123
0131,KALO&RINOU 209,35.3376061,25.1268184,01;05;07;14;20;23;50;92,0032;0062;0091;0932;1008;1035;1110;20033;20056;20064;20065;21012;21028;29124;30051;30075;30083;30094;30095;30096;31009;31010;31013;31015;31018;31022;31025;31026;31029;31033;31034;33029;39310;9944
0132,KALO&RINOU 33,35.3379535,25.1288813,01;05;07;14;20;23;50;92,0032;0062;0091;0932;1008;1035;1110;20033;20056;20064;20065;21012;21028;29124;30051;30075;30083;30094;30095;30096;31009;31010;31013;31015;31018;31022;31025;31026;31029;31033;31034;33029;39310;9944
0108,KALOGERIDI LEOFORO IKAROU 17,35.3388961,25.1454101,06;10;11;12;15;19;31;50,20031;20043;20100;21009;21015;21018;21022;21029;21033;21034;29310;29923;3002;30065;30066;30067;33032
0114,KAMARAKI AVENUE KALO&RINOU 166 - HOTEL IRAKLIO,35.3379766,25.1286661,05;06;10;11;12;15;17;19;31;50;93,1008;1037;1061;1110;20031;20043;20075;20083;20093;20095;20100;21009;21013;21015;21016;21018;21022;21029;21033;21034;23029;29310;29923;30065;30066;30067;31028;33032
0119,KAMINIA,35.3353944,25.1173558,06;10;11;12;15;17;19;21;31,1027;20031;20043;20075;20083;20093;20095;20100;21009;21013;21015;21016;21018;21022;21029;21033;21034;23029;29310;29923;30065;30066;30067;31028;33032
0127,KAMINIA,35.3354645,25.1183382,01;07;14;20;21;23,0032;0091;0932;1027;20033;20056;20064;20065;21012;21028;29124;30051;30075;30083;30094;30095;30096;31009;31010;31013;31015;31018;31022;31025;31026;31029;31033;31034;33029;39310;9944
1100,KAMPOS AGIOU SYLLA,35.2562669,25.1082692,01,31022
1250,KATRAKI,35.2675324,25.1375372,09;50,0081;21031
0105,KATSAMPAS,35.3393986,25.153165,05;06;10;11;12;15;19;31;50,1008;1110;20031;20043;20100;21009;21015;21018;21022;21029;21033;21034;29310;29923;3002;30065;30066;30067;33032
0140,KATSAMPAS,35.3392462,25.15315,01;05;07;14,0032;0932;1008;1110;20033;20056;20064;20065;21012;29124;30051;30096;31000;31009;31015;31018;31022;31025;31026;31029;31033;31034;39310;9944
1203,KATSOULOGIORGI L.KNOSSOU 6,35.3313206,25.1355287,02;03;09;23;50,0062;20002;21001;21002;21003;21028;21031
0805,KAVROXORI STASI 1,35.31303,25.0514386,10,20095;21034
0806,KAVROXORI STASI 2,35.3114183,25.0492718,10,20095;21034
0807,KAVROXORI STASI 2,35.3113482,25.0493338,01;20,30095;31034
0808,KAVROXORI STASI 3,35.3094982,25.0480762,10,20095;21034
0809,KAVROXORI STASI 3,35.3095934,25.0479327,01;20,30095;31034
0810,KAVROXORI STASI 4,35.3067277,25.0471609,10,20095;21034
1807,KAXOU,35.3249345,25.1476412,16,20090
0516,KAZANTZIDI,35.3311934,25.1596788,12;31,30065;33032
1209,KEFALOGIANNI L.KNOSSOU 178,35.3181884,25.1449355,02;03;09;50,20002;21001;21002;21003;21031;3002;4002
1216,KNOSSOS,35.2990906,25.1606213,02;21,1027;20002;21001;21002
1229,KNOSSOU 125,35.3197251,25.1443128,20;50,3003;31001;31002;31003;31031;31032
1228,KNOSSOU 143,35.3183785,25.1450211,20;50,3003;31001;31002;31003;31031;31032
1226,KNOSSOU 193 - AGIOS IOANNIS,35.3150152,25.147847,20;21;50,1027;3003;31001;31002;31003;31031;31032
1223,KNOSSOU 207,35.314076,25.1484869,20;21;50,1027;3003;31001;31003;31031;31032
1222,KNOSSOU 235,35.31143409890769,25.149709203999894,20;21;50,1027;3003;31001;31002;31003;31031;31032
0608,KOMNINON,35.3350377,25.1464405,05,1008;1110
0643,KOMNINON 29,35.3350985,25.1465658,05,1008;1110
0642,KOMNINON 73,35.3335037,25.146493,05,1008;1110
0726,KOMVOS REDDI,35.3214286883767,25.057991622615067,10,20095;21034
0727,KOMVOS REDDI,35.32218094588865,25.05834466012589,10,20083;21033
0623,KONDYLAKI 101,35.3292913,25.1206196,05,1008;1110
