trip_index,line_no,route_text_raw,variant,origin,destination,note,start_time,terminal_time,start_minutes,terminal_minutes,trip_minutes,service_type,source_pdf,source_page
1,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,05:50,06:10,350,370,20,unknown,kur2.pdf,1
2,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,06:30,06:45,390,405,15,unknown,kur2.pdf,1
3,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,07:00,07:30,420,450,30,unknown,kur2.pdf,1
4,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,07:30,08:00,450,480,30,unknown,kur2.pdf,1
5,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,08:00,08:30,480,510,30,unknown,kur2.pdf,1
6,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,08:30,09:00,510,540,30,unknown,kur2.pdf,1
7,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,09:00,09:30,540,570,30,unknown,kur2.pdf,1
8,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,09:30,10:00,570,600,30,unknown,kur2.pdf,1
9,02,ΛΙΜΑΝΙ - ΣΚΑΛΑΝΙ - ΛΙΜΑΝΙ,ΣΚΑΛΑΝΙ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,10:00,10:30,600,630,30,unknown,kur2.pdf,1
10,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,10:30,11:00,630,660,30,unknown,kur2.pdf,1
11,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,11:00,11:30,660,690,30,unknown,kur2.pdf,1
12,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,11:30,12:00,690,720,30,unknown,kur2.pdf,1
13,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,12:00,12:30,720,750,30,unknown,kur2.pdf,1
14,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,12:30,13:00,750,780,30,unknown,kur2.pdf,1
15,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,13:00,13:30,780,810,30,unknown,kur2.pdf,1
16,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,13:30,14:00,810,840,30,unknown,kur2.pdf,1
17,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,14:00,14:30,840,870,30,unknown,kur2.pdf,1
18,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,14:30,15:00,870,900,30,unknown,kur2.pdf,1
19,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,15:00,15:30,900,930,30,unknown,kur2.pdf,1
20,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,15:30,16:00,930,960,30,unknown,kur2.pdf,1
21,02,ΛΙΜΑΝΙ - ΣΚΑΛΑΝΙ - ΛΙΜΑΝΙ,ΣΚΑΛΑΝΙ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,16:00,16:30,960,990,30,unknown,kur2.pdf,1
22,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,16:30,17:00,990,1020,30,unknown,kur2.pdf,1
23,02,ΛΙΜΑΝΙ - ΚΝΩΣΣΟΣ - ΛΙΜΑΝΙ,ΚΝΩΣΣΟΣ,ΛΙΜΑΝΙ,ΛΙΜΑΝΙ,,17:00,17:30,1020,1050,30,unknown,kur2.pdf,1
